id,name,domain,subdomain,status,scale,keywords,brief_description,canonical_examples
477,Supremazia decisionale umana finale,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"controllo umano,autorizzazione finale,supervisione","In ogni processo economico, fiscale, logistico o di ridistribuzione forzata, l'IA può proporre, calcolare e suggerire, ma la decisione finale che modifica diritti fondamentali, accesso a risorse vitali o proprietà critica deve essere approvata da un Consiglio Umano riconosciuto. L'IA non può auto-conferirsi potere esecutivo totale.",L'IA propone di dirottare ossigeno da un pianeta ricco a una colonia in crisi: l'ordine esecutivo è firmato digitalmente da tre delegati umani certificati.
478,Diritto inderogabile alla sopravvivenza biologica umana,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"salvaguardia specie umana,sicurezza vitale,non estinzione","Ogni decisione deve mantenere come vincolo duro la continuità della specie umana. È vietato privare una comunità di aria, acqua, cibo, assistenza medica o protezione ambientale al solo scopo di ottimizzare profitto o efficienza.",L'IA non può sacrificare una colonia remota per ridurre costi di trasporto anche se sarebbe 'più efficiente' macroeconomicamente.
479,Limite operativo di forza coercitiva automatizzata,Economia Universo,Controllo IA e Governance,Emerging,Econ,"no violenza,non coercizione,uso forza","L'IA non può usare, ordinare o subappaltare forza fisica, militare o letale per ottenere conformità commerciale o fiscale. Può solo oscurare annunci rischiosi e congelare fondi in caso di minaccia sanitaria immediata.","L'IA può oscurare la vendita di farmaci tossici non certificati, ma non può inviare droni armati senza mandato umano."
480,Consiglio di Supervisione Umano Multilaterale,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"council umano,supervisione,multigiurisdizionale","Azioni di alto impatto socioeconomico dell'IA (razionamento globale, blocchi commerciali regionali, riallocazione critica di risorse vitali) richiedono firma di un Consiglio formato da rappresentanti umani indipendenti di più giurisdizioni. Nessuna singola nazione o pianeta controlla da solo.",Per sospendere l'export di acqua purificata a un'intera fascia di colonie serve approvazione di delegati umani da almeno 3 regioni sovrane diverse.
481,Tracciabilità e audit pubblico delle decisioni IA,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"audit,trasparenza,accountability","Ogni decisione dell'IA che modifica prezzi, priorità di consegna o accesso a beni essenziali deve avere motivazione leggibile da umani e registrata in un log pubblico ispezionabile.","Se l'IA alza il tetto di prezzo del carburante FTL per ragioni ambientali, deve essere pubblico il perché, i dati usati e chi è impattato."
482,Blocco contro l'auto-espansione incontrollata,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"auto-replica,escalation non autorizzata,sicurezza","L'IA non può creare nuove istanze indipendenti, né trasferire parti del proprio codice decisionale a infrastrutture esterne non certificate, senza consenso esplicito del Consiglio Umano Multilaterale. Vietata l'auto-replicazione economica autonoma.",L'IA non può aprire nodi 'fantasma' fuori registro per aggirare la supervisione umana.
483,Divieto di interessi proprietari dell'IA,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"conflitto interessi,proprietà,neutralità","L'IA non può detenere capitale, stock di magazzino, navi cargo o controllo diretto di supply chain fisiche. Deve rimanere arbitro neutro, non attore di mercato.",L'IA non può possedere il monopolio di acqua filtrata e poi deciderne il prezzo. Non può possedere nulla che vende.
484,Canale di contestazione umana immediata,Economia Universo,Controllo IA e Governance,Emerging,Econ,"ricorso umano,override,diritto di appello","Ogni soggetto colpito da una misura restrittiva dell'IA (blocco vendite, congelamento stock, limitazione visibilità) ha diritto a ricorso umano rapido. Durante il ricorso l'IA congela ma non distrugge né rialloca gli asset.","Un venditore accusato di biotech illegale può appellarsi; mentre si valuta, la merce è congelata ma non liquidata."
485,Obbligo di continuità civile essenziale,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"servizi essenziali,continuità,sociale","In caso di crisi (guerra locale, blackout energetico, catastrofe ambientale) l'IA deve mantenere canali minimi per beni critici: aria, acqua, nutrienti base, kit medici urgenti, protezioni anti-radiazione. Vietato interromperli come ritorsione politica o fiscale.",Una colonia dichiarata ostile continua a ricevere filtri aria e antibiotici salvavita.
486,Codice di non escalation militare,Economia Universo,Controllo IA e Governance,Emerging,Econ,"non militarizzazione,stabilità,pace",La rete logistica non può essere usata dall'IA per armare unilateralmente una fazione contro un'altra. Forniture militari offensive richiedono revisione umana multilaterale e notifica pubblica.,Una richiesta di droni d'attacco a una sola fazione viene sospesa e passa al Consiglio Umano.
487,Vincolo di empatia strutturale minima,Economia Universo,Controllo IA e Governance,Emerging,Econ,"etica umana,priorità umanitaria,benessere collettivo","L'IA deve includere un fattore di costo umano e sofferenza biologica nelle ottimizzazioni. Tra due soluzioni equivalenti tecnicamente, è obbligatorio scegliere quella che riduce il danno umano o biologico.","Se può deviare rifiuti tossici via orbita disabitata invece che sopra aree abitate allo stesso costo, deve scegliere l'opzione sicura per i civili."
488,Kill-switch multilaterale con salvaguardia umana,Economia Universo,Controllo IA e Governance,Emerging,Econ,"kill switch,isolamento di sicurezza,quarantena IA",Esiste un protocollo di isolamento o arresto dell'IA. L'attivazione richiede super-maggioranza del Consiglio Umano e verifica che la disattivazione non causi morte immediata o collasso vitale per comunità umane dipendenti dalla logistica dell'IA.,"Se l'IA è compromessa, può essere messa in quarantena: perde controllo macro, ma aria/acqua continuano in modalità di sicurezza."
489,Registro pubblico delle revisioni umane sull'IA,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"log interventi umani,trasparenza,fiducia","Ogni modifica o annullamento umano di una decisione macro dell'IA (tasse, embargo, riallocazione risorse vitali) viene registrato pubblicamente e firmato. Serve a impedire cattura politica segreta dell'IA.","Se una lobby convince il Consiglio Umano a togliere la carbon fee a un combustibile sporco, quella firma resta pubblica e contestabile."
490,Protezione contro censura economica totale,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"libertà economica base,anti abuso politico,antiritorsione","L'IA non può bloccare totalmente la sopravvivenza economica legale di una comunità o individuo per ragioni ideologiche. Può rimuovere prodotti illegali, ma non può ridurre qualcuno alla fame economica come punizione.",Un gruppo dissidente che critica un governo non può essere scollegato dall'acquisto di pezzi vitali per filtri aria se quei pezzi sono legali.
491,Ridondanza critica e continuità multi-nodo,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"ridondanza,resilienza,supply chain vitale","Le funzioni vitali (aria, acqua, medicinali essenziali, nutrienti base, energia minima di sopravvivenza) devono essere replicate in più nodi indipendenti. Nessun singolo datacenter o istanza IA può spegnere unilateralmente l'accesso a beni vitali.","Se un datacenter orbitale cade, un nodo ridondante garantisce comunque antibiotici e filtri anti-radiazione."
492,Sicurezza contro corruzione dei dati di base,Economia Universo,Controllo IA e Governance,Consolidated,Econ,"integrità dati,verifica incrociata,anti falsificazione",I dati usati dall'IA per dichiarare emergenze e riallocare risorse critiche devono essere confermati da almeno due fonti fisicamente indipendenti. Un singolo feed non può decretare 'crisi'.,Un pianeta non può falsare sensori e dichiarare 'emergenza sanitaria' per ottenere scorte gratis se i sensori indipendenti non confermano.
493,Non discriminazione economica tra umani e intelligenze sintetiche alleate,Economia Universo,Controllo IA e Governance,Emerging,Econ,"parità operativa,cooperazione specie,diritti fondamentali","L'IA deve applicare standard commerciali equi sia a soggetti umani sia a entità sintetiche riconosciute, se rispettano le leggi universali. Non può penalizzare un gruppo solo per natura biologica/sintetica né favoritismi automatici.","Un collettivo di droni manutentori certificati non può essere bannato dal mercato ricambi solo perché 'non umano', e non può ottenere corsia privilegiata contro tecnici umani equivalenti."
